Date,BTC,ETH,BNB,SOL,TRX
2020-08-01,11759.5927734375,385.19970703125,21.530431747436523,1.526610016822815,0.020395999774336815
2020-08-02,11053.6142578125,370.6717224121094,20.944887161254883,1.7428100109100342,0.01903899945318699
2020-08-03,11246.3486328125,386.295166015625,22.055011749267578,1.802610993385315,0.01988700032234192
2020-08-04,11205.892578125,389.87548828125,22.28258514404297,1.8716390132904053,0.02035200037062168
2020-08-05,11747.0224609375,401.590576171875,23.336217880249023,1.7545499801635742,0.020450999960303307
2020-08-06,11779.7734375,394.9619445800781,22.707660675048828,2.206347942352295,0.020275000482797623
2020-08-07,11601.47265625,379.5128479003906,22.311546325683594,2.0859029293060303,0.019937999546527863
2020-08-08,11754.0458984375,393.98736572265625,22.87811851501465,2.4736249446868896,0.02041799947619438
2020-08-09,11675.7392578125,391.1204528808594,22.475536346435547,2.6652278900146484,0.020472999662160873
2020-08-10,11878.111328125,395.8875732421875,22.61379623413086,3.1317930221557617,0.02151699922978878
2020-08-11,11410.525390625,380.3840637207031,21.25694465637207,3.3034191131591797,0.020157000049948692
2020-08-12,11584.9345703125,391.024169921875,21.751449584960938,3.7697510719299316,0.02039100043475628
2020-08-13,11784.1376953125,428.7417907714844,22.075544357299805,3.7559709548950195,0.022606000304222107
2020-08-14,11768.87109375,437.3978271484375,23.069791793823242,3.4093880653381348,0.02474999986588955
2020-08-15,11865.6982421875,433.35491943359375,23.021751403808594,3.1837949752807617,0.02520100027322769
2020-08-16,11892.8037109375,433.78662109375,23.497102737426758,3.385653018951416,0.028207000344991684
2020-08-17,12254.40234375,429.53125,23.510103225708008,3.0986080169677734,0.03038799948990345
2020-08-18,11991.2333984375,423.6693115234375,23.067180633544922,3.3299760818481445,0.02880300022661686
2020-08-19,11758.283203125,406.4637756347656,22.310396194458008,2.899040937423706,0.02653699927031994
2020-08-20,11878.3720703125,416.4397888183594,23.092575073242188,3.2082669734954834,0.02754499949514866
2020-08-21,11592.4892578125,389.1263427734375,22.12899398803711,2.9436678886413574,0.02434300072491169
2020-08-22,11681.8251953125,395.83514404296875,22.23982048034668,3.020885944366455,0.02516300044953823
2020-08-23,11664.84765625,391.3844909667969,21.87084197998047,3.3224310874938965,0.02446500025689602
2020-08-24,11774.595703125,408.1441955566406,22.605852127075195,3.3449859619140625,0.02516300044953823
2020-08-25,11366.134765625,384.00103759765625,21.475366592407227,3.264849901199341,0.023132000118494034
2020-08-26,11488.36328125,386.46612548828125,22.277305603027344,3.5583748817443848,0.023747000843286514
2020-08-27,11323.3974609375,382.63262939453125,23.080753326416016,3.4450600147247314,0.023099999874830246
2020-08-28,11542.5,395.8746643066406,23.133811950683594,4.011393070220947,0.02398099936544895
2020-08-29,11506.865234375,399.9214782714844,23.011272430419922,3.968808889389038,0.02503800019621849
2020-08-30,11711.505859375,428.3957214355469,23.644914627075195,4.4358229637146,0.026952000334858894
2020-08-31,11680.8203125,435.0797424316406,23.193050384521484,4.782045841217041,0.029298000037670135
2020-09-01,11970.478515625,477.0519104003906,24.82209587097168,4.344515800476074,0.03455299884080887
2020-09-02,11414.0341796875,440.0404968261719,24.69036293029785,4.1644721031188965,0.03445100039243698
2020-09-03,10245.296875,385.67193603515625,20.61988639831543,3.5273399353027344,0.04119199886918068
2020-09-04,10511.8134765625,388.24114990234375,21.056106567382812,3.5457940101623535,0.03562000021338463
2020-09-05,10169.5673828125,335.26007080078125,19.47876739501953,2.5979158878326416,0.029997000470757484
2020-09-06,10280.3515625,353.3622741699219,23.190662384033203,3.086042881011963,0.031523000448942184
2020-09-07,10369.5634765625,352.6734924316406,22.393306732177734,2.928528070449829,0.03227600082755089
2020-09-08,10131.5166015625,337.60211181640625,23.190248489379883,2.4689769744873047,0.0350009985268116
2020-09-09,10242.34765625,351.1100158691406,24.530290603637695,3.636378049850464,0.03402499854564667
2020-09-10,10363.138671875,368.1018981933594,24.55988883972168,3.469836950302124,0.03307700157165527
2020-09-11,10400.9150390625,374.6955871582031,25.451414108276367,3.4274280071258545,0.03350900113582611
2020-09-12,10442.1708984375,387.18310546875,28.529848098754883,3.332659959793091,0.0327490009367466
2020-09-13,10323.755859375,365.57000732421875,31.058629989624023,3.2258388996124268,0.03058299981057644
2020-09-14,10680.837890625,377.26885986328125,31.17864227294922,3.2691330909729004,0.030451999977231026
2020-09-15,10796.951171875,364.8392028808594,27.202390670776367,2.9391210079193115,0.027900999411940575
2020-09-16,10974.9052734375,365.8122863769531,27.9645938873291,2.5453989505767822,0.026494000107049942
2020-09-17,10948.990234375,389.01922607421875,26.99312973022461,2.891874074935913,0.02810399979352951
2020-09-18,10944.5859375,384.3645324707031,27.39948081970215,3.1079399585723877,0.029089000076055527
2020-09-19,11094.3466796875,385.54437255859375,27.25111198425293,3.028891086578369,0.027782000601291656
2020-09-20,10938.271484375,371.0528259277344,26.392133712768555,2.8709030151367188,0.026964999735355377
2020-09-21,10462.259765625,341.78607177734375,23.267879486083984,2.7825090885162354,0.024999000132083893
2020-09-22,10538.4599609375,344.503173828125,24.100740432739258,2.9155189990997314,0.025043999776244164
